link,price,bedrooms,bathrooms,receptions,area,address,date,description,title,image
https://www.zoopla.co.uk//for-sale/details/54771692,"£1,650,000",2,2,1,NA,"Whitfield Street, Fitzrovia, London W1T",16th Apr 2020,"Situated on a picturesque Georgian street in the heart of fashionable Fitzrovia, a wonderful 2 bedroom 2 bathroom apartment which has been meticulously renovated and redesigned. A wide range of shops, boutiques, cafes, bars and restaurants can be ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/2988de997f6ff6b1b3c01582ecc39f7050e94497.jpg
https://www.zoopla.co.uk//for-sale/details/54771664,"£695,000",1,1,1,NA,"Bina Gardens, South Kensington, London SW5",16th Apr 2020,"Ideally located in the heart of South Kensington, this is a wonderful 1 bedroom duplex flat boasting neutrally decorated living space with good proportions, plenty of storage space and smart fittings. Bina Gardens is ideally located near both Old ...",1 bed flat for sale,https://lid.zoocdn.com/354/255/2d9e09e18ecfeef7057f6d315a8696c5fe54cf78.jpg
https://www.zoopla.co.uk//for-sale/details/54771551,"£1,400,000",3,2,1,"1,081 sq. m*","Nassington Road, London NW3",16th Apr 2020,A beautifully refurbished three bedroom apartment with a private south facing garden. Nassington Road is well located a few steps from Parliament Hill Fields and the heath. The local shopping and restaurant facilities at South End Green and Hampstead ...,3 bed flat for sale,https://lid.zoocdn.com/354/255/ff7f5d9364241f1104b433469a672845eb2386ea.jpg
https://www.zoopla.co.uk//new-homes/details/54771544,"£400,000",2,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £400,000 a 50% share through the shared ownership scheme. Homes at Windsor Apartments are (truncated)",2 bed flat for sale,https://lid.zoocdn.com/354/255/3992a129572b4e4dce93e9764666c835450a16ce.jpg
https://www.zoopla.co.uk//new-homes/details/54771541,"£245,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £245,000 for a 35% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/4e6b8145ecd265d9df0ec8877f8715b8d061aa8f.jpg
https://www.zoopla.co.uk//new-homes/details/54771538,"£245,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £245,000 for a 35% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/02898770ac5ccf98b4b4c4b28da9e20cb81b2ba6.jpg
https://www.zoopla.co.uk//new-homes/details/54771537,"£210,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £210,000 for a 35% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/4e6b8145ecd265d9df0ec8877f8715b8d061aa8f.jpg
https://www.zoopla.co.uk//new-homes/details/54771536,"£227,500",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £227,500 for a 35% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/3992a129572b4e4dce93e9764666c835450a16ce.jpg
https://www.zoopla.co.uk//new-homes/details/54771522,"£350,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £350,000 for a 50% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/c0e321dd008ab8f3215544254ab4a1fe416ca659.jpg
https://www.zoopla.co.uk//new-homes/details/54771507,"£300,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £300,000 for a 50% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/4e6b8145ecd265d9df0ec8877f8715b8d061aa8f.jpg
https://www.zoopla.co.uk//new-homes/details/54771492,"£400,000",2,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £400,000 for a 50% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",2 bed flat for sale,https://lid.zoocdn.com/354/255/3992a129572b4e4dce93e9764666c835450a16ce.jpg
https://www.zoopla.co.uk//new-homes/details/54771491,"£200,000",2,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £200,000 a 25% share through the shared ownership scheme. Homes at Windsor Apartments are (truncated)",2 bed flat for sale,https://lid.zoocdn.com/354/255/02898770ac5ccf98b4b4c4b28da9e20cb81b2ba6.jpg
https://www.zoopla.co.uk//new-homes/details/54771490,"£175,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £175,000 for a 25% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/3992a129572b4e4dce93e9764666c835450a16ce.jpg
https://www.zoopla.co.uk//for-sale/details/54771499,"£250,000",1,1,1,NA,"Eastern Avenue, Ilford IG2",16th Apr 2020,"Guide Price £250,000 - £275,000. Brought to the market on a chain free basis, Knight Bishop are delighted to offer this stunning one bedroom apartment set on ninth floor with stunning views over the city, just just moments from Gants Hill station, ...",1 bed flat for sale,https://lid.zoocdn.com/354/255/d1a7542f2f818f629600f1c66c087efd717a0ac0.jpg
https://www.zoopla.co.uk//new-homes/details/54771482,"£200,000",2,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £200,000 for a 25% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",2 bed flat for sale,https://lid.zoocdn.com/354/255/4e6b8145ecd265d9df0ec8877f8715b8d061aa8f.jpg
https://www.zoopla.co.uk//new-homes/details/54771481,"£150,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £150,000 for a 25% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/02898770ac5ccf98b4b4c4b28da9e20cb81b2ba6.jpg
https://www.zoopla.co.uk//new-homes/details/54771488,"£175,000",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £175,000 for a 25% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/4e6b8145ecd265d9df0ec8877f8715b8d061aa8f.jpg
https://www.zoopla.co.uk//for-sale/details/54771483,"£320,000",2,1,1,NA,"Northolt Road, South Harrow, Harrow HA2",16th Apr 2020,"Brought to market with no upper chain this stunning two bedroom apartment was converted just six years ago and demands an internal look. The property has been beautifully maintained and comes with allocated parking, a spacious interior and a beautiful ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/322d868e15e8d6b84fb34754df7f37961be5a321.jpg
https://www.zoopla.co.uk//new-homes/details/54771484,"£162,500",1,1,1,NA,"Radley House, 10 Palmer Road, London SW11",16th Apr 2020,"***Shared Ownership Home*** This brand new apartment is available for sale on a part-buy, part-rent basis from as little as £162,500 for a 25% share through the shared ownership scheme. Homes at Windsor Apartments (truncated)",1 bed flat for sale,https://lid.zoocdn.com/354/255/3992a129572b4e4dce93e9764666c835450a16ce.jpg
https://www.zoopla.co.uk//for-sale/details/54771466,"£425,000",3,1,1,NA,"Harman Road, Enfield EN1",16th Apr 2020,"Winkworth are pleased to offer for rental this stunning two/three bedroom Victorian cottage, boasting a light and airy architect designed interior. (contd...)",3 bed terraced house for sale,https://lid.zoocdn.com/354/255/75edc322f946d5a3f735e3d1679c032ff31447c9.jpg
https://www.zoopla.co.uk//for-sale/details/54771411,"£439,000",3,1,1,NA,"Dickens Avenue, Uxbridge UB8",16th Apr 2020,"Three bedroom, semi detached, family home in a quiet residential road. This is fantastic opportunity to own a property in this ideal family location. The ground floor of this spacious accommodation comprises of large lounge/diner, fitted kitchen and ...",3 bed semi-detached house for sale,https://lid.zoocdn.com/354/255/c7c8546290af4c80eb9c4421938b793a1a67a484.jpg
https://www.zoopla.co.uk//for-sale/details/54771413,"£395,000",2,2,1,NA,"Violet Court, Heybourne Crescent, London NW9",16th Apr 2020,"We’re delighted to offer for sale this two-bedroom apartment home within an exceptional plot. The property comprises of entrance hall, reception areas, dining area, kitchen, WC and storage room. On the first floor 2 double bedrooms, EnSuite to the ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/078bd7545c329edc843555abb1d0f7eaf771a23b.jpg
https://www.zoopla.co.uk//new-homes/details/54771291,"£114,995",2,1,1,74 sq. m*,"Pinner Road, Harrow HA1",16th Apr 2020,Last remaining apartments available to buy through Shared Ownership.,2 bed flat for sale,https://lid.zoocdn.com/354/255/41bf65f0d0b34fa31d334afe9c760cd5e6db4a18.jpg
https://www.zoopla.co.uk//for-sale/details/54771268,POA,3,2,1,NA,"Harbour Central, Canary Wharf, London E14",16th Apr 2020,"Urgent sale required, offers invited, contract reassignment at Maine Tower, Harbour Central, 3 bedrooms, 2 bathrooms, 1075 square feet with balcony providing stunning views towards Canary Wharf, completing this summer 2020 brand new apartment on a ...",3 bed flat for sale,https://lid.zoocdn.com/354/255/8f6793a572b827fc2f709713d7c0e22c2c66b564.jpg
https://www.zoopla.co.uk//for-sale/details/52079359,"£300,000",3,1,1,NA,"Rothwell Road, Dagenham RM9",16th Apr 2020,"*** guide price £300,000 - £325,000 *** * three bedrooms * * mid terraced * * conservatory * ** 22ft through lounge * * rear garden *",3 bed terraced house for sale,https://lid.zoocdn.com/354/255/de65803c539d36fc40b9b6f64c9b7bccd2895c97.jpg
https://www.zoopla.co.uk//new-homes/details/54771241,"£2,450,000",3,2,1,136 sq. m*,"The Tower, One St George Wharf, Nine Elms, London SW8",16th Apr 2020,"A 3 double bedroom apartment on the 14th floor of this highly sought after development. The apartment further benefits from 2 luxury bathrooms (1 en-suite) with separate shower cubicles, a large open-plan reception room with a wall mounted slim line ...",3 bed flat for sale,https://lid.zoocdn.com/354/255/9cb52c677f11290dc5f70a498bf9a945bdcd91b5.jpg
https://www.zoopla.co.uk//for-sale/details/54771230,"£399,999",3,1,1,NA,"Jubilee Street, Stepney E1",16th Apr 2020,An expansive 3 double bedroom lateral apartment situated in a well-maintained low-rise purpose built block on the cusp of Zone 1 and The City. Well presented and offered to market chain free.,3 bed flat for sale,https://lid.zoocdn.com/354/255/3e27140612a0a3e71ed990717b1da0ef939e119a.jpg
https://www.zoopla.co.uk//new-homes/details/54771205,"£2,000,000",3,3,1,NA,"Keybridge Lofts, South Lambeth Road, Nine Elms, London SW8",16th Apr 2020,Large 3 Bedroom | Very High 2.9m Ceiling Height - Duplex | 27th Floor | 1759 sq. Ft. | Kitchen with Breakfast Bar | Separate Utility Room - 3 Bathroom | Master Bedroom with free standing bath | Dressing Room | Dual Aspect | 24 Hour (truncated),3 bed flat for sale,https://lid.zoocdn.com/354/255/1a56617aef02f7d63725e798d705b95c8dfbe343.jpg
https://www.zoopla.co.uk//new-homes/details/54771190,"£850,000",2,2,1,NA,"The Madison, 223 Marsh Wall, London E14",16th Apr 2020,A two bedroom apartment located on the 17th floor of this 53 stories new development The Madison offering unparalleled views of one of London’s most dynamic areas. This dual aspect apartment has a winter garden featuring panoramic views over the London,2 bed flat for sale,https://lid.zoocdn.com/354/255/0063c614bb0c9535f505cabb95d050379ccd3c0a.jpg
https://www.zoopla.co.uk//for-sale/details/54771170,"£700,000",3,1,1,75 sq. m*,"Upper Park Road, Hampstead NW3",16th Apr 2020,Property features Communal garden Balcony On street/residents parking Central heating Double glazing Fireplace Wood floors Property description A stunning 3 bedroom 1 bathroom ground floor flat with good ceiling heights forming part of this elegant period,3 bed flat for sale,https://lid.zoocdn.com/354/255/474fff0a95b341c9d907fc92253410f2db9ee5f8.jpg
https://www.zoopla.co.uk//for-sale/details/54771165,"£320,000",2,2,1,NA,"Whitestone Way, Croydon CR0",16th Apr 2020,"Guide price £320,000-£350,000 A shoppers dream! This contemporary two bedroom two bathroom apartment with balcony is very conveniently situated with a short walk of the Purley Way, which offers an abundance of retail superstores, with well known high ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/9464402b4baebb5baf55a95a80c59e3a6f8ed413.jpg
https://www.zoopla.co.uk//for-sale/details/54771154,"£1,000,000",2,2,1,NA,"Capital Building, Embassy Gardens, Vauxhall SW11",16th Apr 2020,"*Video Viewing Available* An extremely well finished and contemporary dual aspect two bedroom apartment set within the sought after Capital Building, Embassy Gardens, available for chain free sale through Prime London. The apartment offers dual ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/e173875e1ee66e187a2719bc9f5433d88d542953.jpg
https://www.zoopla.co.uk//new-homes/details/54771027,"£1,000,000",2,2,1,86 sq. m*,"Capital Building, Embassy Gardens, 5 New Union Square, Nine Elms, London SW11",16th Apr 2020,A spacious 2 double bedroom apartment of 928sq.ft (86sq.m) on the 6th floor of Ambassador Building in the popular Embassy Gardens development which neighbours the brand new us Embassy building in Nine Elms. This furnished apartment has a dual aspect ...,2 bed flat for sale,https://lid.zoocdn.com/354/255/2684e664a4fc6e88d3b8bdffc6e5fc763e9eabb5.jpg
https://www.zoopla.co.uk//new-homes/details/54362154,"£1,750,000",2,NA,NA,NA,"Phoenix Place - A5.G.05, Postmark, London EC1A",16th Apr 2020,"Stunning 2 Bedroom apartment with a private terrace in a fantastic location launching on the 26th of February. - With a stunning collection of one, two and three bed apartments designed by interior architects Conran + Partners in the first phase, Postmark",2 bed flat for sale,https://lid.zoocdn.com/354/255/261d5a58b041173dc4550162b5126d21a480db3c.jpg
https://www.zoopla.co.uk//new-homes/details/54362176,"£600,000",2,NA,NA,NA,"Ap6, 121-123 Evelyn Street, London SE8",16th Apr 2020,Contemporary apartments in Deptford Landings SE8 - Selected units available on London Help to Buy - Show apartment now ready to view by appointment only.Please register your details for further information.A limited collection of styli,2 bed flat for sale,https://lid.zoocdn.com/354/255/7d15e318eebfcbc7b62f98c6ecc996f3a07f3535.jpg
https://www.zoopla.co.uk//new-homes/details/54362212,"£240,000",1,NA,NA,NA,"St Edwards Court, London Road, Romford RM7",16th Apr 2020,Help to Buy homes now on sale in Romford - One bedroom apartment located on the third floor now available with London Help To Buy.Calling all investors and first time buyers! St Edwards Court is a brand new development located in the East London,1 bed flat for sale,https://lid.zoocdn.com/354/255/3e36c942ed479be51278c2cdf0909c5a6f3274ed.jpg
https://www.zoopla.co.uk//new-homes/details/54362197,"£230,000",NA,NA,NA,NA,#NAME?,16th Apr 2020,"Studio Apartment Available on Help to Buy in Romford - Calling all investors and first time buyers! St Edwards Court is a brand new development located in the East London town of Romford offering a superb selection of studio, 1,2 & 3 bedroom apartments",Studio for sale,https://lid.zoocdn.com/354/255/9866c07248b6ab2d5cb0b6978a084ece3432ef15.jpg
https://www.zoopla.co.uk//new-homes/details/54362180,"£1,150,000",3,NA,NA,NA,"C-03.09-Royal Mint Gardens, 09-Royal London E1",16th Apr 2020,"Stunning new homes now on the market, London E1 - Spacious 3 bedroom apartment located on the third floor with a balcony and views on the communal gardens and The City.Introducing one of London's most prestigious and exciting new residential dev",3 bed flat for sale,https://lid.zoocdn.com/354/255/86145297ccfe66521cfdb925e158a335291f23ec.jpg
https://www.zoopla.co.uk//for-sale/details/54770893,"£550,000",3,1,2,NA,"Forest Road, London, Greater London E17",16th Apr 2020,Excellent investment opportunity or ideal for owner occupiers! This fantastic three bedroom mid terrace property is in the heart of Walthamstow and just a 35 minute journey to central London.,3 bed terraced house for sale,https://lid.zoocdn.com/354/255/8951a8f8b991ceba20ac4aad4489974664d61244.jpg
https://www.zoopla.co.uk//for-sale/details/54770883,"£420,000",1,1,1,43 sq. m*,"St. John's Hill, London SW11",16th Apr 2020,"A modern one bedroom apartment in a converted cinema, with an open plan reception room and presented in good condition. 'Lumiere Apartments' has a concierge desk, communal terrace and a cinema room. St Johns Hill is within close proximity of Clapham ...",1 bed flat for sale,https://lid.zoocdn.com/354/255/07ef2927c13d10126dcfe293b241ece1d61d1870.jpg
https://www.zoopla.co.uk//for-sale/details/48085871,"£1,200,000",5,2,2,NA,"Kent Gardens, London W13",16th Apr 2020,"Offering an exceptional opportunity to acquire a five bedroom semi detached family home with many fine period details, a large garden, a ground floor cloakroom and off street parking for two cars. But that's not all, click here to see more...",5 bed semi-detached house for sale,https://lid.zoocdn.com/354/255/e92ff4a222913b9e01e02bd8781e9ea207320c7c.jpg
https://www.zoopla.co.uk//for-sale/details/54175518,"£550,000",2,2,1,NA,"Baltimore Wharf, Canary Wharf E14",16th Apr 2020,"A stunning luxury two-bedroom apartment positioned on the tenth floor of the highly desirable Baltimore Wharf development, offering over 700 square feet of prime Canary Wharf living. Finished to a very high specification, this designer furnished ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/12f4d38497f59d0c7e8e0642c288327490d78b5b.jpg
https://www.zoopla.co.uk//for-sale/details/52751739,"£590,000",2,2,1,NA,"Amhurst Road, London E8",16th Apr 2020,"Two bedroom split level apartment within a period conversion occupying the upper floors. Great use of space and modern design in a prime Hackney location. On a beautiful residential street with great transport links including, Hackney Downs and ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/a202ab599f025c6b726b998bac5b1425ec0d5328.jpg
https://www.zoopla.co.uk//for-sale/details/54770754,"£749,950",2,2,1,NA,"Greswell Street, London SW6",16th Apr 2020,A charming two bedroom ground floor garden flat set on one of the quiet residential Alphabet Streets. The two bedrooms are complimented by a large open plan kitchen living room which leads onto a private garden. The property is located moments away ...,2 bed flat for sale,https://lid.zoocdn.com/354/255/38b7718500753322912e0f230b570f0e14ac70c3.jpg
https://www.zoopla.co.uk//for-sale/details/54770755,"£575,000",3,2,1,NA,"Stockfield Road, London SW16",16th Apr 2020,This large split-level flat offers 997 Sq Ft of living space with stylish kitchen/reception leading onto a private garden. Three double bedrooms are well served by a family bathroom and en-suite whilst the lower ground floor can be utilised for ...,3 bed flat for sale,https://lid.zoocdn.com/354/255/b543da33435f729953febdd8e6c35862ceeed7e6.jpg
https://www.zoopla.co.uk//for-sale/details/54770756,"£525,000",2,1,1,NA,"Stockfield Road, London SW16",16th Apr 2020,"This light and spacious first floor flat, converted from an attractive period property is presented beautifully throughout. Accommodation includes reception room with high ceilings, separate kitchen and two good-size double bedrooms. Stockfield Road ...",2 bed flat for sale,https://lid.zoocdn.com/354/255/1894e32c1b9cf0025178b3fcc81fabe8e543a552.jpg
https://www.zoopla.co.uk//for-sale/details/54770365,"£350,000",NA,1,1,NA,"Buckingham Gate, London SW1E",16th Apr 2020,A beautifully presented studio apartment available for sale in this popular established development located within a few minutes’ walk from St James’ Park Tube Station. The property has a bright aspect and has undergone a complete refurbishment ...,Studio for sale,https://lid.zoocdn.com/354/255/1ffb9f0fa6e9536514d94812a0f4c43a29bac1cf.jpg
https://www.zoopla.co.uk//for-sale/details/54770309,"£700,000",3,1,1,NA,"Allen Road, Stoke Newington, London N16",16th Apr 2020,"Benefiting from a recent refurbishment to an excellent standard throughout, this fantastic 3 bedroom flat offers bright and modern interiors, overlooking Butterfield Green. Situated just moments from the fantastic variety of shops, bars and ...",3 bed flat for sale,https://lid.zoocdn.com/354/255/e94863970d360b45277f73d8b55ada6136bf31ad.jpg
https://www.zoopla.co.uk//for-sale/details/54770305,"£1,325,000",4,2,2,NA,"Colehill Lane, London SW6",16th Apr 2020,"An exciting and unique opportunity to acquire a truly exceptional four double bedroom property measuring approximately 1689 sq ft, located within the heart of the Munster Village. The large property is arranged over only two floors, positioned in a ...",4 bed maisonette for sale,https://lid.zoocdn.com/354/255/fe93047ffb35f6a4bd3e4fd57d9c882da34a110b.jpg
https://www.zoopla.co.uk//for-sale/details/54770253,"£460,000",2,2,1,NA,"Station House, Carriage Way, London SE8",16th Apr 2020,"Set on the second floor of this stunning modern development, this delightful two double bedroom apartment is in fantastic condition.",2 bed flat for sale,https://lid.zoocdn.com/354/255/9540701b486e31b1570dbbbf26f401d63536f11c.jpg
https://www.zoopla.co.uk//for-sale/details/54770196,"£635,250",2,2,1,NA,"13A.07.07, John Cabot House, Royal Wharf E16",16th Apr 2020,"Brand new direct from developer and ready to move in, May 2020, superb dual aspect apartment in John Cabot House, Royal Wharf, E16. Offering an exceptional 939 sqft of internal space and 102 sqft private terrace. Royal Wharf offers 24hr concierge, state o",2 bed flat for sale,https://lid.zoocdn.com/354/255/d2d9f2a07de26bdf3d60ee3a140e720095c6a5f5.jpg
https://www.zoopla.co.uk//for-sale/details/54770180,"£630,000",2,2,1,NA,"13A.06.07, John Cabot House, Royal Wharf E16",16th Apr 2020,"Brand new direct from developer and ready to move in, May 2020, superb dual aspect apartment in John Cabot House, Royal Wharf, E16. Offering an exceptional 939 sqft of internal space and 102 sqft private terrace. Royal Wharf offers 24hr concierge, state o",2 bed flat for sale,https://lid.zoocdn.com/354/255/7c255bbc322f17c34e85726d91263eb6e958a571.jpg
https://www.zoopla.co.uk//for-sale/details/54770181,"£624,750",2,2,1,NA,"13A.05.07, John Cabot House, Royal Wharf E16",16th Apr 2020,"Brand new direct from developer and ready to move in, May 2020, superb dual aspect apartment in John Cabot House, Royal Wharf, E16. Offering an exceptional 939 sqft of internal space and 102 sqft private terrace. Royal Wharf offers 24hr concierge, state o",2 bed flat for sale,https://lid.zoocdn.com/354/255/5882efe4931211215b5d6be58825c7f897b4d932.jpg
https://www.zoopla.co.uk//new-homes/details/47919646,"£96,250",1,1,1,542 sq. ft*,"9 Blossom House, 5 Reservoir Way, London NW10",16th Apr 2020,"Last property remaining at Roundwood Gate available through Shared Ownership with a deposit of £9,625.",1 bed flat for sale,https://lid.zoocdn.com/354/255/51be1eaf8cd7533bcc5c20988a39d6b11662794e.jpg
https://www.zoopla.co.uk//new-homes/details/54770167,"£495,000",1,1,1,601 sq. ft*,"Bollo Lane W4, London,",16th Apr 2020,Meticulously designed one bedroom apartments with help to buy available. Spacious communal roof gardens and excellent transport links. Contact us today!,1 bed flat for sale,https://lid.zoocdn.com/354/255/e9d512172caf4a2c4e72dbeaedb8b7bf72ff9f1e.jpg
https://www.zoopla.co.uk//for-sale/details/52493981,"£380,000",3,2,2,NA,"Chelmer Crescent, Barking IG11",16th Apr 2020,"Situated in barking riverside! This three bedroom terraced house with two loft rooms can be a great home for any growing family. Accommodation comprises of the lounge dining room, conservatory, fitted kitchen and ground floor shower room on the ground ...",3 bed terraced house for sale,https://lid.zoocdn.com/354/255/17434ebb0223a3c54775cab07b8ed529f4a328ce.jpg
https://www.zoopla.co.uk//for-sale/details/54770132,"£1,200,000",4,2,2,172 sq. m*,"Bayford Road, London NW10",16th Apr 2020,"We are pleased to offer for sale this four bedroom, Victorian house situated within the highly popular and sought after location near Queens Park. Spanning 1853 sq ft of accommodation, this extended property benefits from a bright double reception ...",4 bed property for sale,https://lid.zoocdn.com/354/255/1220a1807f5fe9bef2454363632f382e6c858692.jpg
https://www.zoopla.co.uk//new-homes/details/54770050,"£705,000",2,2,1,NA,"Bollo Lane, Chiswick, London W4",16th Apr 2020,Stamp Duty incentive* - Last few apartments available. New 13 storey development with luxury brand new apartments in the heart of West London. Register your interest now.,2 bed flat for sale,https://lid.zoocdn.com/354/255/b92321c1c5bf739344977697702afb1f0a6aa479.jpg
https://www.zoopla.co.uk//new-homes/details/54770049,"£540,000",1,1,1,NA,"Bollo Lane, Chiswick, London W4",16th Apr 2020,"Last of only a handful of one bedroom homes. Brand new 13 storey development in prime position in heart of West London, stamp duty incentive available*",1 bed flat for sale,https://lid.zoocdn.com/354/255/5281924081d19aba4d64982cf98d05baf421534e.jpg
https://www.zoopla.co.uk//for-sale/details/51298044,"£310,000",1,1,1,NA,"Empire Way, Wembley HA9",16th Apr 2020,"A fantastic chance to acquire this larger than average One double bedroom, apartment in this modern, ever-popular development. Accessed via a communal entrance hall, the block benefits from having a lift servicing all floors. The accommodation ...",1 bed flat for sale,https://lid.zoocdn.com/354/255/d14847a211c85b314214de0566aace89de642da8.jpg
https://www.zoopla.co.uk//for-sale/details/54769841,"£350,000",3,1,NA,NA,"Stavordale Road, Carshalton, Surrey SM5",16th Apr 2020,"Three Bedroom terraced St Helier home. Lounge room, Kitchen, ground floor bathroom with separate WC. Benefits from own Garden and Off Street Parking. This property has not been inspected by a member of the Andrews Property Group and all (truncated)",3 bed terraced house for sale,https://lid.zoocdn.com/354/255/aed2c45551ff801799907d0b1a78f83a7c9e98d1.jpg
https://www.zoopla.co.uk//for-sale/details/54769779,"£610,000",2,2,NA,765 sq. ft*,"Lionel Road South, Kew Bridge TW8",16th Apr 2020,"Enjoy the comfort, luxury and convenience of modern living. This apartment is open plan and has outdoor space, so working from home is made easy. Verdo - Kew Bridge offers a variety of on-site amenities providing both style and comfort.",2 bed flat for sale,https://lid.zoocdn.com/354/255/3270951bc3677700ecbd06b8ce9b09f6befed7a8.jpg
https://www.zoopla.co.uk//for-sale/details/54769781,"£480,000",1,1,NA,543 sq. ft*,"Lionel Road South, Kew Bridge TW8",16th Apr 2020,"Enjoy the comfort, luxury and convenience of modern living. This apartment is open plan and has outdoor space, so working from home is made easy. Verdo - Kew Bridge offers a variety of on-site amenities providing both style and comfort.",1 bed flat for sale,https://lid.zoocdn.com/354/255/6b20de31a76fe6b216909f8556c910ec2339b6a7.jpg
https://www.zoopla.co.uk//new-homes/details/54769780,"£605,000",2,2,NA,781 sq. ft*,"Lionel Road South, Kew Bridge TW8",16th Apr 2020,"Enjoy the comfort, luxury and convenience of modern living. This apartment is open plan and has outdoor space, so working from home is made easy. Verdo - Kew Bridge offers a variety of on-site amenities providing both style and comfort.",2 bed flat for sale,https://lid.zoocdn.com/354/255/68c8c4e1c6e4b3b508e386121e9d0458d59e1264.jpg
https://www.zoopla.co.uk//new-homes/details/54769777,"£765,000",2,2,NA,"1,194 sq. ft*","Inglis Way, Mill Hill East NW7",16th Apr 2020,"Where life is for living. This spacious apartment provides both comfort and luxury making it easy to work from home. The Claves offers lifestyle amenities, which includes a concierge, residents' lounge, and beautifully landscaped gardens.",2 bed flat for sale,https://lid.zoocdn.com/354/255/cb5b940c27287418a5222cf5bd00d12a66e7509c.jpg
https://www.zoopla.co.uk//new-homes/details/54769778,"£425,000",1,1,NA,571 sq. ft*,"Inglis Way, Mill Hill East NW7",16th Apr 2020,"Where life is for living. This spacious apartment provides both comfort and luxury making it easy to work from home. The Claves offers lifestyle amenities, which includes a concierge, residents' lounge, and beautifully landscaped gardens.",1 bed flat for sale,https://lid.zoocdn.com/354/255/dbf6dd8e527d43c427b28a9b41c55e0d31cb1e44.jpg
https://www.zoopla.co.uk//new-homes/details/54769775,"£1,100,000",2,2,NA,"1,715 sq. ft*","Inglis Way, Mill Hill East NW7",16th Apr 2020,"Enjoying a lifestyle every bit as impressive as this luxury penthouse. With spacious rooms throughout there is a study room making it easy to work from home. The Claves offers a concierge, residents' lounge and beautifully landscaped gardens.",2 bed flat for sale,https://lid.zoocdn.com/354/255/e485430fc6d4bead4aa35e69b94ea7bc955ac711.jpg
